analysis_schema_version,analysis_scope,grouping_kind,grouping_value,mean_energy_wh_per_answer,decode_tokens_per_s_per_watt
1,var_base_clock_1700_turbo_off_package0,legacy_footprint_bracket,0-1B,0.02495943157894737,2.4196268169198105
1,var_base_clock_1700_turbo_off_package0,legacy_footprint_bracket,1-2B,0.05811789473684211,1.5865204391288823
1,var_base_clock_1700_turbo_off_package0,legacy_footprint_bracket,2-3B,0.09571334210526317,0.8460123553373439
1,var_base_clock_1700_turbo_off_package0,legacy_footprint_bracket,3-4B,0.11707475789473686,0.6582718621544006
1,var_base_clock_1700_turbo_off_package0,legacy_footprint_bracket,4-5GB,0.14489466836734693,0.4256237441492419
