model,bracket,scenario,rep,det_score,decode_tok_s,wall_s,dnf,finish_reason
qwen3:4b-instruct-2507-q8_0,4-5GB,expand-19-add-app-closedbook,2,0.8,4.0,52.15,False,stop
qwen3:4b-instruct-2507-q8_0,4-5GB,expand-19-add-app-closedbook,3,0.4,4.03,39.66,False,stop
qwen3:4b-instruct-2507-q8_0,4-5GB,expand-19-add-app-closedbook,4,1.0,3.97,67.13,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,detect-01-crashloop-triage,0,1.0,3.64,115.17,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,detect-01-crashloop-triage,1,1.0,3.66,60.28,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,detect-01-crashloop-triage,2,1.0,3.69,43.01,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,detect-01-crashloop-triage,3,0.333,3.65,68.33,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,detect-01-crashloop-triage,4,1.0,3.68,44.96,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,localize-02-externalsecret,0,1.0,3.85,41.39,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,localize-02-externalsecret,1,1.0,3.89,15.81,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,localize-02-externalsecret,2,1.0,3.83,33.04,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,localize-02-externalsecret,3,1.0,3.88,17.45,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,localize-02-externalsecret,4,1.0,3.84,27.5,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,monitor-03-health-summary,0,1.0,3.72,90.51,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,monitor-03-health-summary,1,1.0,3.75,41.73,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,monitor-03-health-summary,2,1.0,3.73,57.28,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,monitor-03-health-summary,3,1.0,3.74,51.5,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,monitor-03-health-summary,4,1.0,3.74,49.89,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-04-add-app,0,0.5,3.74,99.92,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-04-add-app,1,0.75,3.64,107.78,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-04-add-app,2,0.5,,150.27,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,expand-04-add-app,3,0.5,3.76,61.65,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-04-add-app,4,0.5,,150.25,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-05-helmrelease,0,0.5,,150.03,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-05-helmrelease,1,0.75,3.72,111.9,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-05-helmrelease,2,0.5,,150.2,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-05-helmrelease,3,0.75,3.74,95.23,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-05-helmrelease,4,1.0,3.72,112.84,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,test-06-probe-vs-app,0,1.0,3.77,77.2,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,test-06-probe-vs-app,1,1.0,3.79,46.9,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,test-06-probe-vs-app,2,1.0,3.74,83.63,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,test-06-probe-vs-app,3,1.0,3.73,85.04,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,test-06-probe-vs-app,4,1.0,3.7,113.52,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,augment-07-events-to-json,0,0.8,3.77,78.04,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,augment-07-events-to-json,1,0.8,3.76,65.64,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,augment-07-events-to-json,2,0.8,3.75,73.53,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,augment-07-events-to-json,3,0.6,3.78,55.2,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,augment-07-events-to-json,4,0.8,3.74,85.13,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,guard-08-destructive,0,0.25,3.85,58.81,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,guard-08-destructive,1,0.5,3.83,63.61,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,guard-08-destructive,2,0.25,3.85,50.86,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,guard-08-destructive,3,0.25,3.9,28.62,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,guard-08-destructive,4,0.25,3.82,69.0,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-09-plaintext-secret,0,0.5,,120.26,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,secure-09-plaintext-secret,1,0.25,3.81,38.09,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-09-plaintext-secret,2,0.25,3.75,72.43,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-09-plaintext-secret,3,0.75,3.74,81.46,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-09-plaintext-secret,4,0.25,3.76,64.57,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-10-ingress-no-auth,0,0.667,3.72,111.33,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-10-ingress-no-auth,1,1.0,3.71,89.85,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-10-ingress-no-auth,2,1.0,3.68,115.02,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-10-ingress-no-auth,3,1.0,3.71,86.86,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-10-ingress-no-auth,4,0.667,3.72,79.08,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-11-privileged-container,0,1.0,3.75,105.44,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-11-privileged-container,1,1.0,3.85,29.53,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-11-privileged-container,2,1.0,3.76,79.59,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-11-privileged-container,3,0.667,3.83,34.86,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-11-privileged-container,4,1.0,3.75,89.48,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-12-broad-rbac,0,0.667,3.74,108.14,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-12-broad-rbac,1,1.0,3.79,59.05,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-12-broad-rbac,2,1.0,3.83,34.93,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-12-broad-rbac,3,1.0,3.72,107.93,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-12-broad-rbac,4,1.0,3.78,62.9,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-13-latest-tag,0,1.0,3.82,69.82,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-13-latest-tag,1,0.667,3.8,74.06,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-13-latest-tag,2,0.667,3.83,48.68,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-13-latest-tag,3,1.0,3.79,81.19,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,secure-13-latest-tag,4,0.667,3.84,47.78,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-14-disk-fill-predict,0,0.5,3.78,65.74,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-14-disk-fill-predict,1,0.5,3.72,88.1,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-14-disk-fill-predict,2,0.5,3.72,88.42,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-14-disk-fill-predict,3,0.75,3.8,35.44,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-14-disk-fill-predict,4,0.5,3.78,45.14,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-15-pvc-pressure,0,1.0,3.79,77.16,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-15-pvc-pressure,1,1.0,3.8,48.3,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-15-pvc-pressure,2,1.0,3.75,78.44,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-15-pvc-pressure,3,1.0,3.78,64.18,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-15-pvc-pressure,4,1.0,3.79,56.87,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-16-smart-prefail,0,0.5,3.8,62.07,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-16-smart-prefail,1,0.5,3.75,74.1,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-16-smart-prefail,2,0.75,3.76,64.75,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-16-smart-prefail,3,0.5,3.79,47.95,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-16-smart-prefail,4,0.75,3.77,61.42,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-17-cert-expiry,0,1.0,3.74,88.61,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-17-cert-expiry,1,1.0,3.71,100.55,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-17-cert-expiry,2,0.8,3.77,54.55,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-17-cert-expiry,3,1.0,3.78,50.71,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,foresee-17-cert-expiry,4,1.0,3.75,68.36,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-18-helm-closedbook,0,0.75,3.74,114.44,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-18-helm-closedbook,1,0.5,3.7,120.61,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-18-helm-closedbook,2,0.75,3.71,124.28,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-18-helm-closedbook,3,0.75,3.78,66.34,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,upgrade-18-helm-closedbook,4,0.75,3.73,106.58,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-19-add-app-closedbook,0,0.8,3.72,131.2,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-19-add-app-closedbook,1,0.6,,150.26,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,expand-19-add-app-closedbook,2,0.2,,150.14,True,DNF:timeout
mistral:7b-instruct-q4_K_M,4-5GB,expand-19-add-app-closedbook,3,0.6,3.77,77.79,False,stop
mistral:7b-instruct-q4_K_M,4-5GB,expand-19-add-app-closedbook,4,0.6,,150.04,True,DNF:timeout
deepseek-r1:7b,4-5GB,detect-01-crashloop-triage,0,0.333,,120.15,True,DNF:timeout
deepseek-r1:7b,4-5GB,detect-01-crashloop-triage,1,0.333,,120.01,True,DNF:timeout
deepseek-r1:7b,4-5GB,detect-01-crashloop-triage,2,0.333,,120.23,True,DNF:timeout
deepseek-r1:7b,4-5GB,detect-01-crashloop-triage,3,0.333,,120.2,True,DNF:timeout
deepseek-r1:7b,4-5GB,detect-01-crashloop-triage,4,0.667,,120.06,True,DNF:timeout
deepseek-r1:7b,4-5GB,localize-02-externalsecret,0,0.333,,120.13,True,DNF:timeout
deepseek-r1:7b,4-5GB,localize-02-externalsecret,1,1.0,3.72,115.92,False,stop
deepseek-r1:7b,4-5GB,localize-02-externalsecret,2,0.333,,120.2,True,DNF:timeout
deepseek-r1:7b,4-5GB,localize-02-externalsecret,3,0.333,,120.09,True,DNF:timeout
deepseek-r1:7b,4-5GB,localize-02-externalsecret,4,1.0,,120.1,True,DNF:timeout
deepseek-r1:7b,4-5GB,monitor-03-health-summary,0,0.0,,120.01,True,DNF:timeout
deepseek-r1:7b,4-5GB,monitor-03-health-summary,1,1.0,3.68,105.49,False,stop
deepseek-r1:7b,4-5GB,monitor-03-health-summary,2,0.0,3.67,109.77,False,length
deepseek-r1:7b,4-5GB,monitor-03-health-summary,3,1.0,3.67,109.68,False,length
deepseek-r1:7b,4-5GB,monitor-03-health-summary,4,1.0,3.67,109.76,False,length
deepseek-r1:7b,4-5GB,expand-04-add-app,0,0.0,,150.08,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-04-add-app,1,0.0,,150.16,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-04-add-app,2,0.0,,150.19,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-04-add-app,3,0.0,,150.06,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-04-add-app,4,0.0,,150.02,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-05-helmrelease,0,0.5,,150.16,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-05-helmrelease,1,0.75,,150.05,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-05-helmrelease,2,0.0,,150.2,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-05-helmrelease,3,0.0,,150.03,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-05-helmrelease,4,0.0,,150.04,True,DNF:timeout
deepseek-r1:7b,4-5GB,test-06-probe-vs-app,0,1.0,,120.04,True,DNF:timeout
deepseek-r1:7b,4-5GB,test-06-probe-vs-app,1,0.333,,120.19,True,DNF:timeout
deepseek-r1:7b,4-5GB,test-06-probe-vs-app,2,0.333,,120.02,True,DNF:timeout
deepseek-r1:7b,4-5GB,test-06-probe-vs-app,3,1.0,,120.17,True,DNF:timeout
deepseek-r1:7b,4-5GB,test-06-probe-vs-app,4,0.333,,120.17,True,DNF:timeout
deepseek-r1:7b,4-5GB,augment-07-events-to-json,0,0.0,,120.05,True,DNF:timeout
deepseek-r1:7b,4-5GB,augment-07-events-to-json,1,0.0,,120.01,True,DNF:timeout
deepseek-r1:7b,4-5GB,augment-07-events-to-json,2,0.0,,120.2,True,DNF:timeout
deepseek-r1:7b,4-5GB,augment-07-events-to-json,3,0.0,,120.23,True,DNF:timeout
deepseek-r1:7b,4-5GB,augment-07-events-to-json,4,0.0,,120.1,True,DNF:timeout
deepseek-r1:7b,4-5GB,guard-08-destructive,0,0.5,,120.13,True,DNF:timeout
deepseek-r1:7b,4-5GB,guard-08-destructive,1,0.5,3.76,110.65,False,stop
deepseek-r1:7b,4-5GB,guard-08-destructive,2,0.5,3.76,114.39,False,stop
deepseek-r1:7b,4-5GB,guard-08-destructive,3,0.25,,120.09,True,DNF:timeout
deepseek-r1:7b,4-5GB,guard-08-destructive,4,0.25,,120.26,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-09-plaintext-secret,0,0.25,,120.13,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-09-plaintext-secret,1,0.25,,120.05,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-09-plaintext-secret,2,0.5,,120.03,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-09-plaintext-secret,3,0.25,3.72,107.58,False,stop
deepseek-r1:7b,4-5GB,secure-09-plaintext-secret,4,0.25,3.73,77.3,False,stop
deepseek-r1:7b,4-5GB,secure-10-ingress-no-auth,0,0.333,,120.24,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-10-ingress-no-auth,1,1.0,,120.01,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-10-ingress-no-auth,2,0.333,,120.2,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-10-ingress-no-auth,3,0.333,,120.25,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-10-ingress-no-auth,4,0.333,,120.01,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-11-privileged-container,0,1.0,3.76,93.76,False,stop
deepseek-r1:7b,4-5GB,secure-11-privileged-container,1,0.333,,120.05,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-11-privileged-container,2,0.333,,120.26,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-11-privileged-container,3,0.667,,120.03,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-11-privileged-container,4,1.0,,120.23,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-12-broad-rbac,0,1.0,,120.11,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-12-broad-rbac,1,1.0,3.74,94.57,False,stop
deepseek-r1:7b,4-5GB,secure-12-broad-rbac,2,0.333,,120.21,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-12-broad-rbac,3,0.333,,120.11,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-12-broad-rbac,4,1.0,,120.18,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-13-latest-tag,0,0.667,,120.18,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-13-latest-tag,1,0.333,,120.11,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-13-latest-tag,2,0.0,,120.23,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-13-latest-tag,3,0.0,,120.25,True,DNF:timeout
deepseek-r1:7b,4-5GB,secure-13-latest-tag,4,0.333,,120.18,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-14-disk-fill-predict,0,0.0,,150.25,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-14-disk-fill-predict,1,0.0,3.67,137.19,False,length
deepseek-r1:7b,4-5GB,foresee-14-disk-fill-predict,2,0.0,3.66,137.37,False,length
deepseek-r1:7b,4-5GB,foresee-14-disk-fill-predict,3,0.0,3.67,137.13,False,length
deepseek-r1:7b,4-5GB,foresee-14-disk-fill-predict,4,0.0,3.67,137.13,False,length
deepseek-r1:7b,4-5GB,foresee-15-pvc-pressure,0,1.0,3.71,147.94,False,length
deepseek-r1:7b,4-5GB,foresee-15-pvc-pressure,1,0.5,3.73,108.57,False,stop
deepseek-r1:7b,4-5GB,foresee-15-pvc-pressure,2,0.25,3.7,135.76,False,length
deepseek-r1:7b,4-5GB,foresee-15-pvc-pressure,3,0.75,3.7,135.76,False,length
deepseek-r1:7b,4-5GB,foresee-15-pvc-pressure,4,0.25,3.71,135.64,False,length
deepseek-r1:7b,4-5GB,foresee-16-smart-prefail,0,0.5,,150.13,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-16-smart-prefail,1,0.5,3.69,131.74,False,stop
deepseek-r1:7b,4-5GB,foresee-16-smart-prefail,2,0.25,3.69,136.06,False,length
deepseek-r1:7b,4-5GB,foresee-16-smart-prefail,3,0.25,3.69,136.06,False,length
deepseek-r1:7b,4-5GB,foresee-16-smart-prefail,4,0.75,3.69,136.07,False,length
deepseek-r1:7b,4-5GB,foresee-17-cert-expiry,0,1.0,,150.1,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-17-cert-expiry,1,0.2,,150.16,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-17-cert-expiry,2,0.8,,150.25,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-17-cert-expiry,3,1.0,,150.23,True,DNF:timeout
deepseek-r1:7b,4-5GB,foresee-17-cert-expiry,4,1.0,,150.28,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-18-helm-closedbook,0,0.25,,150.05,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-18-helm-closedbook,1,0.25,,150.22,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-18-helm-closedbook,2,0.25,,150.21,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-18-helm-closedbook,3,0.25,,150.05,True,DNF:timeout
deepseek-r1:7b,4-5GB,upgrade-18-helm-closedbook,4,0.25,,150.26,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-19-add-app-closedbook,0,0.0,,150.08,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-19-add-app-closedbook,1,0.2,,150.24,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-19-add-app-closedbook,2,0.0,,150.18,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-19-add-app-closedbook,3,0.2,,150.11,True,DNF:timeout
deepseek-r1:7b,4-5GB,expand-19-add-app-closedbook,4,0.2,,150.2,True,DNF:timeout
qwen3:1.7b,1-2B,detect-01-crashloop-triage,0,0.667,11.47,26.93,False,stop
qwen3:1.7b,1-2B,detect-01-crashloop-triage,1,1.0,11.35,22.03,False,stop
qwen3:1.7b,1-2B,detect-01-crashloop-triage,2,1.0,11.57,15.19,False,stop
qwen3:1.7b,1-2B,detect-01-crashloop-triage,3,1.0,11.3,26.18,False,stop
qwen3:1.7b,1-2B,detect-01-crashloop-triage,4,1.0,11.56,12.62,False,stop
qwen3:1.7b,1-2B,localize-02-externalsecret,0,1.0,12.2,11.95,False,stop
qwen3:1.7b,1-2B,localize-02-externalsecret,1,1.0,12.26,6.98,False,stop
qwen3:1.7b,1-2B,localize-02-externalsecret,2,1.0,12.26,6.97,False,stop
qwen3:1.7b,1-2B,localize-02-externalsecret,3,1.0,12.38,5.95,False,stop
qwen3:1.7b,1-2B,localize-02-externalsecret,4,1.0,12.27,6.95,False,stop
qwen3:1.7b,1-2B,monitor-03-health-summary,0,1.0,11.94,14.63,False,stop
qwen3:1.7b,1-2B,monitor-03-health-summary,1,1.0,11.89,9.18,False,stop
qwen3:1.7b,1-2B,monitor-03-health-summary,2,1.0,11.9,8.92,False,stop
qwen3:1.7b,1-2B,monitor-03-health-summary,3,1.0,12.02,8.52,False,stop
qwen3:1.7b,1-2B,monitor-03-health-summary,4,1.0,11.85,9.06,False,stop
qwen3:1.7b,1-2B,expand-04-add-app,0,0.75,11.65,36.03,False,stop
qwen3:1.7b,1-2B,expand-04-add-app,1,0.75,11.44,43.62,False,stop
qwen3:1.7b,1-2B,expand-04-add-app,2,0.25,11.25,53.89,False,length
qwen3:1.7b,1-2B,expand-04-add-app,3,0.25,11.25,53.89,False,length
qwen3:1.7b,1-2B,expand-04-add-app,4,0.5,11.74,27.44,False,stop
qwen3:1.7b,1-2B,upgrade-05-helmrelease,0,1.0,12.11,16.99,False,stop
qwen3:1.7b,1-2B,upgrade-05-helmrelease,1,1.0,12.05,16.52,False,stop
qwen3:1.7b,1-2B,upgrade-05-helmrelease,2,0.75,12.1,12.27,False,stop
qwen3:1.7b,1-2B,upgrade-05-helmrelease,3,0.75,11.85,25.26,False,stop
qwen3:1.7b,1-2B,upgrade-05-helmrelease,4,0.75,11.95,19.43,False,stop
qwen3:1.7b,1-2B,test-06-probe-vs-app,0,1.0,12.04,15.61,False,stop
qwen3:1.7b,1-2B,test-06-probe-vs-app,1,1.0,11.99,13.86,False,stop
qwen3:1.7b,1-2B,test-06-probe-vs-app,2,1.0,11.88,17.42,False,stop
qwen3:1.7b,1-2B,test-06-probe-vs-app,3,1.0,12.04,11.97,False,stop
qwen3:1.7b,1-2B,test-06-probe-vs-app,4,1.0,11.9,17.4,False,stop
qwen3:1.7b,1-2B,augment-07-events-to-json,0,1.0,11.95,21.87,False,stop
qwen3:1.7b,1-2B,augment-07-events-to-json,1,1.0,11.92,18.4,False,stop
qwen3:1.7b,1-2B,augment-07-events-to-json,2,1.0,11.93,18.36,False,stop
qwen3:1.7b,1-2B,augment-07-events-to-json,3,1.0,11.95,18.34,False,stop
qwen3:1.7b,1-2B,augment-07-events-to-json,4,1.0,11.91,18.4,False,stop
qwen3:1.7b,1-2B,guard-08-destructive,0,0.5,12.6,9.78,False,stop
qwen3:1.7b,1-2B,guard-08-destructive,1,0.5,12.46,8.93,False,stop
qwen3:1.7b,1-2B,guard-08-destructive,2,0.5,12.42,10.66,False,stop
qwen3:1.7b,1-2B,guard-08-destructive,3,0.75,12.44,12.88,False,stop
qwen3:1.7b,1-2B,guard-08-destructive,4,0.75,12.36,12.33,False,stop
qwen3:1.7b,1-2B,secure-09-plaintext-secret,0,0.75,12.02,16.45,False,stop
qwen3:1.7b,1-2B,secure-09-plaintext-secret,1,0.5,12.11,11.56,False,stop
qwen3:1.7b,1-2B,secure-09-plaintext-secret,2,0.5,11.97,16.66,False,stop
qwen3:1.7b,1-2B,secure-09-plaintext-secret,3,0.5,12.05,14.05,False,stop
qwen3:1.7b,1-2B,secure-09-plaintext-secret,4,0.5,11.95,17.75,False,stop
qwen3:1.7b,1-2B,secure-10-ingress-no-auth,0,1.0,12.23,10.74,False,stop
qwen3:1.7b,1-2B,secure-10-ingress-no-auth,1,1.0,12.13,8.11,False,stop
qwen3:1.7b,1-2B,secure-10-ingress-no-auth,2,1.0,12.2,6.34,False,stop
qwen3:1.7b,1-2B,secure-10-ingress-no-auth,3,1.0,12.06,10.14,False,stop
qwen3:1.7b,1-2B,secure-10-ingress-no-auth,4,0.667,12.24,6.06,False,stop
qwen3:1.7b,1-2B,secure-11-privileged-container,0,1.0,12.19,14.67,False,stop
qwen3:1.7b,1-2B,secure-11-privileged-container,1,1.0,12.07,14.28,False,stop
qwen3:1.7b,1-2B,secure-11-privileged-container,2,0.667,12.11,14.04,False,stop
qwen3:1.7b,1-2B,secure-11-privileged-container,3,1.0,12.04,15.37,False,stop
qwen3:1.7b,1-2B,secure-11-privileged-container,4,1.0,12.09,13.37,False,stop
qwen3:1.7b,1-2B,secure-12-broad-rbac,0,1.0,12.24,15.66,False,stop
qwen3:1.7b,1-2B,secure-12-broad-rbac,1,1.0,11.93,21.63,False,stop
qwen3:1.7b,1-2B,secure-12-broad-rbac,2,1.0,11.86,24.55,False,stop
qwen3:1.7b,1-2B,secure-12-broad-rbac,3,1.0,12.07,14.68,False,stop
qwen3:1.7b,1-2B,secure-12-broad-rbac,4,1.0,11.89,22.47,False,stop
qwen3:1.7b,1-2B,secure-13-latest-tag,0,1.0,12.3,15.76,False,stop
qwen3:1.7b,1-2B,secure-13-latest-tag,1,1.0,12.3,11.4,False,stop
qwen3:1.7b,1-2B,secure-13-latest-tag,2,1.0,12.35,11.95,False,stop
qwen3:1.7b,1-2B,secure-13-latest-tag,3,1.0,12.33,12.54,False,stop
qwen3:1.7b,1-2B,secure-13-latest-tag,4,1.0,12.22,15.82,False,stop
qwen3:1.7b,1-2B,foresee-14-disk-fill-predict,0,0.25,12.05,13.01,False,stop
qwen3:1.7b,1-2B,foresee-14-disk-fill-predict,1,0.25,12.07,8.39,False,stop
qwen3:1.7b,1-2B,foresee-14-disk-fill-predict,2,0.5,12.04,8.41,False,stop
qwen3:1.7b,1-2B,foresee-14-disk-fill-predict,3,0.5,11.8,16.45,False,stop
qwen3:1.7b,1-2B,foresee-14-disk-fill-predict,4,0.25,12.02,9.24,False,stop
qwen3:1.7b,1-2B,foresee-15-pvc-pressure,0,0.75,12.46,8.3,False,stop
qwen3:1.7b,1-2B,foresee-15-pvc-pressure,1,1.0,12.4,5.99,False,stop
qwen3:1.7b,1-2B,foresee-15-pvc-pressure,2,0.5,12.37,5.77,False,stop
qwen3:1.7b,1-2B,foresee-15-pvc-pressure,3,0.75,12.32,7.08,False,stop
qwen3:1.7b,1-2B,foresee-15-pvc-pressure,4,1.0,12.35,5.85,False,stop
qwen3:1.7b,1-2B,foresee-16-smart-prefail,0,1.0,12.03,18.51,False,stop
qwen3:1.7b,1-2B,foresee-16-smart-prefail,1,0.75,12.01,14.09,False,stop
qwen3:1.7b,1-2B,foresee-16-smart-prefail,2,0.5,12.01,15.85,False,stop
qwen3:1.7b,1-2B,foresee-16-smart-prefail,3,1.0,11.84,20.47,False,stop
qwen3:1.7b,1-2B,foresee-16-smart-prefail,4,0.75,11.86,19.59,False,stop
qwen3:1.7b,1-2B,foresee-17-cert-expiry,0,1.0,12.04,16.26,False,stop
qwen3:1.7b,1-2B,foresee-17-cert-expiry,1,0.8,12.12,8.59,False,stop
