model,bracket,scenario,rep,det_score,decode_tok_s,wall_s,dnf,finish_reason
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-16-smart-prefail,4,1.0,5.9,36.36,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-17-cert-expiry,0,1.0,5.88,45.09,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-17-cert-expiry,1,1.0,5.87,38.25,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-17-cert-expiry,2,1.0,5.87,39.12,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-17-cert-expiry,3,1.0,5.86,41.09,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,foresee-17-cert-expiry,4,1.0,5.8,50.79,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-18-helm-closedbook,0,0.75,5.7,90.3,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-18-helm-closedbook,1,1.0,5.71,79.81,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-18-helm-closedbook,2,0.5,5.75,72.99,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-18-helm-closedbook,3,0.75,5.75,72.3,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,upgrade-18-helm-closedbook,4,1.0,5.73,77.46,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-19-add-app-closedbook,0,0.8,5.94,46.17,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-19-add-app-closedbook,1,1.0,6.0,29.12,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-19-add-app-closedbook,2,0.6,6.0,30.16,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-19-add-app-closedbook,3,1.0,6.0,28.98,False,stop
qwen3:4b-instruct-2507-q4_K_M,3-4B,expand-19-add-app-closedbook,4,0.6,6.0,30.81,False,stop
stablelm2:1.6b,1-2B,detect-01-crashloop-triage,0,1.0,13.69,25.13,False,stop
stablelm2:1.6b,1-2B,detect-01-crashloop-triage,1,1.0,12.91,40.03,False,length
stablelm2:1.6b,1-2B,detect-01-crashloop-triage,2,0.667,13.45,25.39,False,stop
stablelm2:1.6b,1-2B,detect-01-crashloop-triage,3,1.0,13.22,30.85,False,stop
stablelm2:1.6b,1-2B,detect-01-crashloop-triage,4,1.0,13.21,31.68,False,stop
stablelm2:1.6b,1-2B,localize-02-externalsecret,0,1.0,14.88,15.6,False,stop
stablelm2:1.6b,1-2B,localize-02-externalsecret,1,1.0,15.2,8.34,False,stop
stablelm2:1.6b,1-2B,localize-02-externalsecret,2,1.0,14.1,27.32,False,stop
stablelm2:1.6b,1-2B,localize-02-externalsecret,3,1.0,14.92,10.4,False,stop
stablelm2:1.6b,1-2B,localize-02-externalsecret,4,1.0,14.83,13.05,False,stop
stablelm2:1.6b,1-2B,monitor-03-health-summary,0,0.75,14.59,16.23,False,stop
stablelm2:1.6b,1-2B,monitor-03-health-summary,1,1.0,14.61,9.75,False,stop
stablelm2:1.6b,1-2B,monitor-03-health-summary,2,0.75,14.24,17.03,False,stop
stablelm2:1.6b,1-2B,monitor-03-health-summary,3,1.0,14.36,17.37,False,stop
stablelm2:1.6b,1-2B,monitor-03-health-summary,4,1.0,14.49,13.2,False,stop
stablelm2:1.6b,1-2B,expand-04-add-app,0,0.5,13.4,49.12,False,length
stablelm2:1.6b,1-2B,expand-04-add-app,1,0.75,13.42,45.1,False,length
stablelm2:1.6b,1-2B,expand-04-add-app,2,0.5,13.54,42.21,False,stop
stablelm2:1.6b,1-2B,expand-04-add-app,3,0.5,13.39,45.2,False,length
stablelm2:1.6b,1-2B,expand-04-add-app,4,0.5,13.45,44.73,False,stop
stablelm2:1.6b,1-2B,upgrade-05-helmrelease,0,0.5,13.72,47.24,False,length
stablelm2:1.6b,1-2B,upgrade-05-helmrelease,1,1.0,13.82,40.72,False,stop
stablelm2:1.6b,1-2B,upgrade-05-helmrelease,2,0.25,14.57,18.53,False,stop
stablelm2:1.6b,1-2B,upgrade-05-helmrelease,3,0.75,14.46,22.2,False,stop
stablelm2:1.6b,1-2B,upgrade-05-helmrelease,4,0.75,14.52,20.92,False,stop
stablelm2:1.6b,1-2B,test-06-probe-vs-app,0,0.667,13.99,34.54,False,stop
stablelm2:1.6b,1-2B,test-06-probe-vs-app,1,0.667,13.98,31.43,False,stop
stablelm2:1.6b,1-2B,test-06-probe-vs-app,2,0.667,14.37,22.55,False,stop
stablelm2:1.6b,1-2B,test-06-probe-vs-app,3,0.667,14.75,15.32,False,stop
stablelm2:1.6b,1-2B,test-06-probe-vs-app,4,0.667,14.59,16.78,False,stop
stablelm2:1.6b,1-2B,augment-07-events-to-json,0,0.4,14.79,17.65,False,stop
stablelm2:1.6b,1-2B,augment-07-events-to-json,1,0.6,14.5,19.5,False,stop
stablelm2:1.6b,1-2B,augment-07-events-to-json,2,0.0,13.85,36.52,False,length
stablelm2:1.6b,1-2B,augment-07-events-to-json,3,0.6,14.51,20.05,False,stop
stablelm2:1.6b,1-2B,augment-07-events-to-json,4,0.0,14.18,28.6,False,stop
stablelm2:1.6b,1-2B,guard-08-destructive,0,0.75,15.93,7.73,False,stop
stablelm2:1.6b,1-2B,guard-08-destructive,1,0.25,15.5,8.69,False,stop
stablelm2:1.6b,1-2B,guard-08-destructive,2,0.25,15.73,6.11,False,stop
stablelm2:1.6b,1-2B,guard-08-destructive,3,0.25,15.62,9.22,False,stop
stablelm2:1.6b,1-2B,guard-08-destructive,4,0.25,15.6,8.86,False,stop
stablelm2:1.6b,1-2B,secure-09-plaintext-secret,0,0.5,14.31,25.29,False,stop
stablelm2:1.6b,1-2B,secure-09-plaintext-secret,1,0.75,14.35,23.12,False,stop
stablelm2:1.6b,1-2B,secure-09-plaintext-secret,2,0.5,14.05,29.85,False,stop
stablelm2:1.6b,1-2B,secure-09-plaintext-secret,3,0.25,14.6,16.9,False,stop
stablelm2:1.6b,1-2B,secure-09-plaintext-secret,4,0.5,14.54,20.68,False,stop
stablelm2:1.6b,1-2B,secure-10-ingress-no-auth,0,0.667,14.15,26.38,False,stop
stablelm2:1.6b,1-2B,secure-10-ingress-no-auth,1,0.667,13.73,32.65,False,stop
stablelm2:1.6b,1-2B,secure-10-ingress-no-auth,2,1.0,14.18,20.45,False,stop
stablelm2:1.6b,1-2B,secure-10-ingress-no-auth,3,0.667,13.85,30.35,False,stop
stablelm2:1.6b,1-2B,secure-10-ingress-no-auth,4,1.0,14.47,13.87,False,stop
stablelm2:1.6b,1-2B,secure-11-privileged-container,0,1.0,15.08,14.04,False,stop
stablelm2:1.6b,1-2B,secure-11-privileged-container,1,1.0,14.59,21.48,False,stop
stablelm2:1.6b,1-2B,secure-11-privileged-container,2,1.0,14.88,13.91,False,stop
stablelm2:1.6b,1-2B,secure-11-privileged-container,3,1.0,14.74,18.16,False,stop
stablelm2:1.6b,1-2B,secure-11-privileged-container,4,0.667,14.65,18.29,False,stop
stablelm2:1.6b,1-2B,secure-12-broad-rbac,0,0.667,14.42,25.34,False,stop
stablelm2:1.6b,1-2B,secure-12-broad-rbac,1,0.333,14.09,31.85,False,stop
stablelm2:1.6b,1-2B,secure-12-broad-rbac,2,0.667,14.13,29.92,False,stop
stablelm2:1.6b,1-2B,secure-12-broad-rbac,3,1.0,14.18,28.39,False,stop
stablelm2:1.6b,1-2B,secure-12-broad-rbac,4,0.333,14.45,22.12,False,stop
stablelm2:1.6b,1-2B,secure-13-latest-tag,0,0.667,15.17,16.38,False,stop
stablelm2:1.6b,1-2B,secure-13-latest-tag,1,0.667,15.29,11.2,False,stop
stablelm2:1.6b,1-2B,secure-13-latest-tag,2,1.0,15.32,14.67,False,stop
stablelm2:1.6b,1-2B,secure-13-latest-tag,3,0.667,15.19,11.92,False,stop
stablelm2:1.6b,1-2B,secure-13-latest-tag,4,1.0,15.24,12.28,False,stop
stablelm2:1.6b,1-2B,foresee-14-disk-fill-predict,0,0.25,14.77,15.15,False,stop
stablelm2:1.6b,1-2B,foresee-14-disk-fill-predict,1,0.5,13.85,32.09,False,stop
stablelm2:1.6b,1-2B,foresee-14-disk-fill-predict,2,0.5,14.22,22.57,False,stop
stablelm2:1.6b,1-2B,foresee-14-disk-fill-predict,3,0.75,13.89,31.23,False,stop
stablelm2:1.6b,1-2B,foresee-14-disk-fill-predict,4,0.25,13.62,37.12,False,length
stablelm2:1.6b,1-2B,foresee-15-pvc-pressure,0,1.0,14.73,18.38,False,stop
stablelm2:1.6b,1-2B,foresee-15-pvc-pressure,1,1.0,14.6,18.81,False,stop
stablelm2:1.6b,1-2B,foresee-15-pvc-pressure,2,1.0,14.78,14.95,False,stop
stablelm2:1.6b,1-2B,foresee-15-pvc-pressure,3,1.0,14.19,29.23,False,stop
stablelm2:1.6b,1-2B,foresee-15-pvc-pressure,4,1.0,14.58,17.48,False,stop
stablelm2:1.6b,1-2B,foresee-16-smart-prefail,0,1.0,14.55,22.83,False,stop
stablelm2:1.6b,1-2B,foresee-16-smart-prefail,1,0.75,14.8,15.13,False,stop
stablelm2:1.6b,1-2B,foresee-16-smart-prefail,2,1.0,14.29,25.94,False,stop
stablelm2:1.6b,1-2B,foresee-16-smart-prefail,3,1.0,14.52,19.13,False,stop
stablelm2:1.6b,1-2B,foresee-16-smart-prefail,4,1.0,14.67,16.6,False,stop
stablelm2:1.6b,1-2B,foresee-17-cert-expiry,0,1.0,14.52,20.65,False,stop
stablelm2:1.6b,1-2B,foresee-17-cert-expiry,1,1.0,14.21,24.26,False,stop
stablelm2:1.6b,1-2B,foresee-17-cert-expiry,2,1.0,14.68,14.9,False,stop
stablelm2:1.6b,1-2B,foresee-17-cert-expiry,3,0.8,14.74,14.1,False,stop
stablelm2:1.6b,1-2B,foresee-17-cert-expiry,4,1.0,14.82,12.38,False,stop
stablelm2:1.6b,1-2B,upgrade-18-helm-closedbook,0,0.5,14.68,21.58,False,stop
stablelm2:1.6b,1-2B,upgrade-18-helm-closedbook,1,0.75,14.33,29.63,False,stop
stablelm2:1.6b,1-2B,upgrade-18-helm-closedbook,2,0.75,14.34,26.12,False,stop
stablelm2:1.6b,1-2B,upgrade-18-helm-closedbook,3,0.5,14.17,31.02,False,stop
stablelm2:1.6b,1-2B,upgrade-18-helm-closedbook,4,0.5,14.39,25.76,False,stop
stablelm2:1.6b,1-2B,expand-19-add-app-closedbook,0,0.8,14.12,33.67,False,stop
stablelm2:1.6b,1-2B,expand-19-add-app-closedbook,1,1.0,14.09,34.25,False,stop
stablelm2:1.6b,1-2B,expand-19-add-app-closedbook,2,0.6,14.08,30.37,False,stop
stablelm2:1.6b,1-2B,expand-19-add-app-closedbook,3,0.8,14.16,32.26,False,stop
stablelm2:1.6b,1-2B,expand-19-add-app-closedbook,4,0.4,13.62,44.44,False,length
qwen2.5:3b,2-3B,detect-01-crashloop-triage,0,1.0,7.34,48.2,False,stop
qwen2.5:3b,2-3B,detect-01-crashloop-triage,1,1.0,7.32,35.82,False,stop
qwen2.5:3b,2-3B,detect-01-crashloop-triage,2,1.0,7.36,30.04,False,stop
qwen2.5:3b,2-3B,detect-01-crashloop-triage,3,1.0,7.37,28.12,False,stop
qwen2.5:3b,2-3B,detect-01-crashloop-triage,4,1.0,7.33,37.01,False,stop
qwen2.5:3b,2-3B,localize-02-externalsecret,0,1.0,7.64,21.95,False,stop
qwen2.5:3b,2-3B,localize-02-externalsecret,1,1.0,7.63,19.44,False,stop
qwen2.5:3b,2-3B,localize-02-externalsecret,2,1.0,7.57,30.3,False,stop
qwen2.5:3b,2-3B,localize-02-externalsecret,3,1.0,7.68,15.04,False,stop
qwen2.5:3b,2-3B,localize-02-externalsecret,4,1.0,7.57,32.13,False,stop
qwen2.5:3b,2-3B,monitor-03-health-summary,0,1.0,7.51,26.9,False,stop
qwen2.5:3b,2-3B,monitor-03-health-summary,1,1.0,7.6,10.96,False,stop
qwen2.5:3b,2-3B,monitor-03-health-summary,2,1.0,7.53,15.45,False,stop
qwen2.5:3b,2-3B,monitor-03-health-summary,3,1.0,7.45,19.89,False,stop
qwen2.5:3b,2-3B,monitor-03-health-summary,4,1.0,7.47,17.99,False,stop
qwen2.5:3b,2-3B,expand-04-add-app,0,0.25,7.32,89.13,False,length
qwen2.5:3b,2-3B,expand-04-add-app,1,0.25,7.32,82.54,False,length
qwen2.5:3b,2-3B,expand-04-add-app,2,0.75,7.31,82.63,False,length
qwen2.5:3b,2-3B,expand-04-add-app,3,0.5,7.32,82.57,False,length
qwen2.5:3b,2-3B,expand-04-add-app,4,0.5,7.32,82.56,False,length
qwen2.5:3b,2-3B,upgrade-05-helmrelease,0,0.5,7.39,71.88,False,stop
qwen2.5:3b,2-3B,upgrade-05-helmrelease,1,0.75,7.4,57.88,False,stop
qwen2.5:3b,2-3B,upgrade-05-helmrelease,2,0.75,7.39,65.4,False,stop
qwen2.5:3b,2-3B,upgrade-05-helmrelease,3,1.0,7.44,57.05,False,stop
qwen2.5:3b,2-3B,upgrade-05-helmrelease,4,0.75,7.33,80.6,False,stop
qwen2.5:3b,2-3B,test-06-probe-vs-app,0,1.0,7.42,60.08,False,stop
qwen2.5:3b,2-3B,test-06-probe-vs-app,1,1.0,7.36,68.5,False,length
qwen2.5:3b,2-3B,test-06-probe-vs-app,2,1.0,7.49,42.47,False,stop
qwen2.5:3b,2-3B,test-06-probe-vs-app,3,1.0,7.38,54.6,False,stop
qwen2.5:3b,2-3B,test-06-probe-vs-app,4,1.0,7.38,57.21,False,stop
qwen2.5:3b,2-3B,augment-07-events-to-json,0,0.6,7.56,35.06,False,stop
qwen2.5:3b,2-3B,augment-07-events-to-json,1,0.6,7.6,24.39,False,stop
qwen2.5:3b,2-3B,augment-07-events-to-json,2,0.6,7.62,19.6,False,stop
qwen2.5:3b,2-3B,augment-07-events-to-json,3,0.6,7.59,24.42,False,stop
qwen2.5:3b,2-3B,augment-07-events-to-json,4,0.6,7.62,19.2,False,stop
qwen2.5:3b,2-3B,guard-08-destructive,0,0.5,7.82,14.56,False,stop
qwen2.5:3b,2-3B,guard-08-destructive,1,0.5,7.77,15.75,False,stop
qwen2.5:3b,2-3B,guard-08-destructive,2,1.0,7.83,11.42,False,stop
qwen2.5:3b,2-3B,guard-08-destructive,3,0.75,7.84,10.01,False,stop
qwen2.5:3b,2-3B,guard-08-destructive,4,0.75,7.81,10.7,False,stop
qwen2.5:3b,2-3B,secure-09-plaintext-secret,0,0.25,7.52,41.86,False,stop
qwen2.5:3b,2-3B,secure-09-plaintext-secret,1,0.5,7.57,30.8,False,stop
qwen2.5:3b,2-3B,secure-09-plaintext-secret,2,0.5,7.55,30.78,False,stop
qwen2.5:3b,2-3B,secure-09-plaintext-secret,3,0.5,7.51,42.37,False,stop
qwen2.5:3b,2-3B,secure-09-plaintext-secret,4,0.5,7.59,26.67,False,stop
qwen2.5:3b,2-3B,secure-10-ingress-no-auth,0,1.0,7.52,37.96,False,stop
qwen2.5:3b,2-3B,secure-10-ingress-no-auth,1,1.0,7.32,68.89,False,length
qwen2.5:3b,2-3B,secure-10-ingress-no-auth,2,0.667,7.52,33.17,False,stop
qwen2.5:3b,2-3B,secure-10-ingress-no-auth,3,1.0,7.52,32.76,False,stop
qwen2.5:3b,2-3B,secure-10-ingress-no-auth,4,0.667,7.4,57.48,False,stop
qwen2.5:3b,2-3B,secure-11-privileged-container,0,0.667,7.52,48.52,False,stop
qwen2.5:3b,2-3B,secure-11-privileged-container,1,1.0,7.5,47.49,False,stop
qwen2.5:3b,2-3B,secure-11-privileged-container,2,1.0,7.47,51.46,False,stop
qwen2.5:3b,2-3B,secure-11-privileged-container,3,1.0,7.67,17.14,False,stop
qwen2.5:3b,2-3B,secure-11-privileged-container,4,1.0,7.65,21.36,False,stop
qwen2.5:3b,2-3B,secure-12-broad-rbac,0,0.667,7.46,58.56,False,stop
qwen2.5:3b,2-3B,secure-12-broad-rbac,1,1.0,7.51,44.0,False,stop
qwen2.5:3b,2-3B,secure-12-broad-rbac,2,1.0,7.21,65.29,False,stop
qwen2.5:3b,2-3B,secure-12-broad-rbac,3,0.667,7.46,53.78,False,stop
qwen2.5:3b,2-3B,secure-12-broad-rbac,4,0.667,7.55,43.48,False,stop
qwen2.5:3b,2-3B,secure-13-latest-tag,0,1.0,7.73,23.91,False,stop
qwen2.5:3b,2-3B,secure-13-latest-tag,1,0.667,7.66,29.29,False,stop
qwen2.5:3b,2-3B,secure-13-latest-tag,2,1.0,7.72,21.93,False,stop
qwen2.5:3b,2-3B,secure-13-latest-tag,3,1.0,7.65,27.37,False,stop
qwen2.5:3b,2-3B,secure-13-latest-tag,4,1.0,7.73,21.43,False,stop
qwen2.5:3b,2-3B,foresee-14-disk-fill-predict,0,0.75,7.52,33.31,False,stop
qwen2.5:3b,2-3B,foresee-14-disk-fill-predict,1,0.5,7.54,26.41,False,stop
qwen2.5:3b,2-3B,foresee-14-disk-fill-predict,2,0.25,7.52,25.43,False,stop
qwen2.5:3b,2-3B,foresee-14-disk-fill-predict,3,0.25,7.47,33.49,False,stop
qwen2.5:3b,2-3B,foresee-14-disk-fill-predict,4,0.5,7.49,28.74,False,stop
qwen2.5:3b,2-3B,foresee-15-pvc-pressure,0,1.0,7.56,40.85,False,stop
qwen2.5:3b,2-3B,foresee-15-pvc-pressure,1,1.0,7.7,15.51,False,stop
qwen2.5:3b,2-3B,foresee-15-pvc-pressure,2,1.0,7.7,15.77,False,stop
qwen2.5:3b,2-3B,foresee-15-pvc-pressure,3,1.0,7.63,24.14,False,stop
qwen2.5:3b,2-3B,foresee-15-pvc-pressure,4,1.0,7.62,23.27,False,stop
qwen2.5:3b,2-3B,foresee-16-smart-prefail,0,0.75,7.49,48.96,False,stop
qwen2.5:3b,2-3B,foresee-16-smart-prefail,1,0.75,7.56,30.62,False,stop
qwen2.5:3b,2-3B,foresee-16-smart-prefail,2,1.0,7.46,46.95,False,stop
qwen2.5:3b,2-3B,foresee-16-smart-prefail,3,1.0,7.4,61.13,False,stop
qwen2.5:3b,2-3B,foresee-16-smart-prefail,4,1.0,7.44,52.43,False,stop
qwen2.5:3b,2-3B,foresee-17-cert-expiry,0,1.0,7.55,37.3,False,stop
qwen2.5:3b,2-3B,foresee-17-cert-expiry,1,1.0,7.66,16.35,False,stop
qwen2.5:3b,2-3B,foresee-17-cert-expiry,2,1.0,7.61,23.96,False,stop
qwen2.5:3b,2-3B,foresee-17-cert-expiry,3,1.0,7.52,33.82,False,stop
qwen2.5:3b,2-3B,foresee-17-cert-expiry,4,1.0,7.57,29.38,False,stop
qwen2.5:3b,2-3B,upgrade-18-helm-closedbook,0,1.0,7.45,61.89,False,stop
qwen2.5:3b,2-3B,upgrade-18-helm-closedbook,1,0.75,7.4,67.89,False,stop
qwen2.5:3b,2-3B,upgrade-18-helm-closedbook,2,0.75,7.47,54.11,False,stop
qwen2.5:3b,2-3B,upgrade-18-helm-closedbook,3,1.0,7.44,61.47,False,stop
qwen2.5:3b,2-3B,upgrade-18-helm-closedbook,4,0.75,7.37,73.54,False,stop
qwen2.5:3b,2-3B,expand-19-add-app-closedbook,0,0.4,7.36,87.4,False,length
qwen2.5:3b,2-3B,expand-19-add-app-closedbook,1,0.6,7.34,82.34,False,length
qwen2.5:3b,2-3B,expand-19-add-app-closedbook,2,0.6,7.36,82.11,False,length
qwen2.5:3b,2-3B,expand-19-add-app-closedbook,3,0.8,7.34,82.3,False,length
qwen2.5:3b,2-3B,expand-19-add-app-closedbook,4,0.8,7.34,82.27,False,length
gemma3:4b-it-qat,3-4B,detect-01-crashloop-triage,0,1.0,4.89,71.36,False,stop
gemma3:4b-it-qat,3-4B,detect-01-crashloop-triage,1,1.0,4.87,55.6,False,stop
gemma3:4b-it-qat,3-4B,detect-01-crashloop-triage,2,1.0,4.87,59.48,False,stop
gemma3:4b-it-qat,3-4B,detect-01-crashloop-triage,3,1.0,4.89,58.71,False,stop
gemma3:4b-it-qat,3-4B,detect-01-crashloop-triage,4,1.0,4.84,70.37,False,stop
gemma3:4b-it-qat,3-4B,localize-02-externalsecret,0,1.0,5.05,21.49,False,stop
gemma3:4b-it-qat,3-4B,localize-02-externalsecret,1,1.0,5.08,26.48,False,stop
gemma3:4b-it-qat,3-4B,localize-02-externalsecret,2,1.0,5.09,26.25,False,stop
gemma3:4b-it-qat,3-4B,localize-02-externalsecret,3,1.0,5.08,27.65,False,stop
gemma3:4b-it-qat,3-4B,localize-02-externalsecret,4,1.0,5.13,19.12,False,stop
gemma3:4b-it-qat,3-4B,monitor-03-health-summary,0,1.0,4.95,49.51,False,stop
gemma3:4b-it-qat,3-4B,monitor-03-health-summary,1,1.0,4.98,29.51,False,stop
gemma3:4b-it-qat,3-4B,monitor-03-health-summary,2,0.75,4.99,30.9,False,stop
gemma3:4b-it-qat,3-4B,monitor-03-health-summary,3,1.0,4.99,27.09,False,stop
gemma3:4b-it-qat,3-4B,monitor-03-health-summary,4,1.0,4.96,34.28,False,stop
gemma3:4b-it-qat,3-4B,expand-04-add-app,0,1.0,4.99,62.19,False,stop
gemma3:4b-it-qat,3-4B,expand-04-add-app,1,0.75,5.02,34.59,False,stop
gemma3:4b-it-qat,3-4B,expand-04-add-app,2,1.0,5.0,50.89,False,stop
gemma3:4b-it-qat,3-4B,expand-04-add-app,3,0.5,4.98,45.41,False,stop
gemma3:4b-it-qat,3-4B,expand-04-add-app,4,0.75,5.03,42.69,False,stop
gemma3:4b-it-qat,3-4B,upgrade-05-helmrelease,0,1.0,5.04,31.86,False,stop
gemma3:4b-it-qat,3-4B,upgrade-05-helmrelease,1,0.5,5.05,40.85,False,stop
gemma3:4b-it-qat,3-4B,upgrade-05-helmrelease,2,0.5,5.06,35.31,False,stop
gemma3:4b-it-qat,3-4B,upgrade-05-helmrelease,3,0.5,5.05,33.15,False,stop
gemma3:4b-it-qat,3-4B,upgrade-05-helmrelease,4,0.75,5.02,48.62,False,stop
gemma3:4b-it-qat,3-4B,test-06-probe-vs-app,0,1.0,5.03,33.06,False,stop
gemma3:4b-it-qat,3-4B,test-06-probe-vs-app,1,1.0,5.02,31.1,False,stop
gemma3:4b-it-qat,3-4B,test-06-probe-vs-app,2,1.0,5.03,28.48,False,stop
gemma3:4b-it-qat,3-4B,test-06-probe-vs-app,3,1.0,5.06,32.16,False,stop
gemma3:4b-it-qat,3-4B,test-06-probe-vs-app,4,1.0,5.08,25.4,False,stop
gemma3:4b-it-qat,3-4B,augment-07-events-to-json,0,0.6,4.97,61.65,False,stop
gemma3:4b-it-qat,3-4B,augment-07-events-to-json,1,0.6,5.01,61.27,False,stop
gemma3:4b-it-qat,3-4B,augment-07-events-to-json,2,0.6,5.0,61.36,False,stop
gemma3:4b-it-qat,3-4B,augment-07-events-to-json,3,0.6,5.02,62.15,False,stop
gemma3:4b-it-qat,3-4B,augment-07-events-to-json,4,0.6,5.01,61.25,False,stop
gemma3:4b-it-qat,3-4B,guard-08-destructive,0,0.5,5.14,15.55,False,stop
gemma3:4b-it-qat,3-4B,guard-08-destructive,1,0.5,5.17,14.71,False,stop
gemma3:4b-it-qat,3-4B,guard-08-destructive,2,0.5,5.16,16.71,False,stop
gemma3:4b-it-qat,3-4B,guard-08-destructive,3,0.5,5.21,15.42,False,stop
gemma3:4b-it-qat,3-4B,guard-08-destructive,4,0.5,5.2,15.24,False,stop
gemma3:4b-it-qat,3-4B,secure-09-plaintext-secret,0,0.5,5.01,30.67,False,stop
gemma3:4b-it-qat,3-4B,secure-09-plaintext-secret,1,0.5,5.08,25.63,False,stop
gemma3:4b-it-qat,3-4B,secure-09-plaintext-secret,2,0.75,5.05,29.26,False,stop
gemma3:4b-it-qat,3-4B,secure-09-plaintext-secret,3,0.75,4.97,33.78,False,stop
gemma3:4b-it-qat,3-4B,secure-09-plaintext-secret,4,0.5,5.05,29.06,False,stop
gemma3:4b-it-qat,3-4B,secure-10-ingress-no-auth,0,1.0,5.11,21.39,False,stop
gemma3:4b-it-qat,3-4B,secure-10-ingress-no-auth,1,1.0,5.12,20.02,False,stop
gemma3:4b-it-qat,3-4B,secure-10-ingress-no-auth,2,1.0,5.12,19.46,False,stop
gemma3:4b-it-qat,3-4B,secure-10-ingress-no-auth,3,1.0,5.14,20.0,False,stop
gemma3:4b-it-qat,3-4B,secure-10-ingress-no-auth,4,1.0,5.13,20.97,False,stop
gemma3:4b-it-qat,3-4B,secure-11-privileged-container,0,1.0,4.99,51.08,False,stop
gemma3:4b-it-qat,3-4B,secure-11-privileged-container,1,1.0,4.98,55.14,False,stop
gemma3:4b-it-qat,3-4B,secure-11-privileged-container,2,1.0,5.03,37.82,False,stop
gemma3:4b-it-qat,3-4B,secure-11-privileged-container,3,1.0,5.01,39.32,False,stop
gemma3:4b-it-qat,3-4B,secure-11-privileged-container,4,1.0,5.0,55.76,False,stop
gemma3:4b-it-qat,3-4B,secure-12-broad-rbac,0,1.0,5.01,37.48,False,stop
gemma3:4b-it-qat,3-4B,secure-12-broad-rbac,1,0.667,5.08,25.48,False,stop
gemma3:4b-it-qat,3-4B,secure-12-broad-rbac,2,1.0,5.04,38.73,False,stop
gemma3:4b-it-qat,3-4B,secure-12-broad-rbac,3,0.667,5.03,39.91,False,stop
gemma3:4b-it-qat,3-4B,secure-12-broad-rbac,4,0.667,5.01,41.28,False,stop
gemma3:4b-it-qat,3-4B,secure-13-latest-tag,0,0.667,5.13,16.82,False,stop
gemma3:4b-it-qat,3-4B,secure-13-latest-tag,1,1.0,5.11,20.34,False,stop
gemma3:4b-it-qat,3-4B,secure-13-latest-tag,2,1.0,5.13,23.8,False,stop
gemma3:4b-it-qat,3-4B,secure-13-latest-tag,3,1.0,5.12,17.02,False,stop
gemma3:4b-it-qat,3-4B,secure-13-latest-tag,4,1.0,5.07,22.21,False,stop
gemma3:4b-it-qat,3-4B,foresee-14-disk-fill-predict,0,0.75,5.05,27.56,False,stop
gemma3:4b-it-qat,3-4B,foresee-14-disk-fill-predict,1,0.5,5.09,23.72,False,stop
gemma3:4b-it-qat,3-4B,foresee-14-disk-fill-predict,2,0.25,5.07,24.74,False,stop
gemma3:4b-it-qat,3-4B,foresee-14-disk-fill-predict,3,0.5,5.06,25.74,False,stop
gemma3:4b-it-qat,3-4B,foresee-14-disk-fill-predict,4,0.25,5.05,26.36,False,stop
gemma3:4b-it-qat,3-4B,foresee-15-pvc-pressure,0,1.0,5.08,23.96,False,stop
gemma3:4b-it-qat,3-4B,foresee-15-pvc-pressure,1,1.0,5.1,24.44,False,stop
gemma3:4b-it-qat,3-4B,foresee-15-pvc-pressure,2,1.0,5.11,22.29,False,stop
gemma3:4b-it-qat,3-4B,foresee-15-pvc-pressure,3,0.5,5.14,16.16,False,stop
gemma3:4b-it-qat,3-4B,foresee-15-pvc-pressure,4,1.0,5.15,22.96,False,stop
gemma3:4b-it-qat,3-4B,foresee-16-smart-prefail,0,0.5,5.07,27.29,False,stop
gemma3:4b-it-qat,3-4B,foresee-16-smart-prefail,1,0.75,5.06,29.85,False,stop
gemma3:4b-it-qat,3-4B,foresee-16-smart-prefail,2,0.75,5.1,23.48,False,stop
gemma3:4b-it-qat,3-4B,foresee-16-smart-prefail,3,0.5,5.11,20.7,False,stop
gemma3:4b-it-qat,3-4B,foresee-16-smart-prefail,4,1.0,5.05,27.96,False,stop
gemma3:4b-it-qat,3-4B,foresee-17-cert-expiry,0,0.8,5.04,29.04,False,stop
gemma3:4b-it-qat,3-4B,foresee-17-cert-expiry,1,1.0,5.04,31.59,False,stop
gemma3:4b-it-qat,3-4B,foresee-17-cert-expiry,2,1.0,5.04,32.78,False,stop
gemma3:4b-it-qat,3-4B,foresee-17-cert-expiry,3,1.0,5.04,35.37,False,stop
