model,scenario,class,rep,pair_id,dnf,finish_reason,wall_s,think_s,decode_s,output_tokens,timeout_s,max_tokens,param_count,quant
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,diagnose,1,,0,stop,24.0,,23.296,93,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,diagnose,2,,0,stop,16.8,,16.09,65,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,diagnose,3,,0,stop,16.79,,16.091,65,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,diagnose,4,,0,stop,18.39,,17.685,71,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,monitor,0,,0,stop,53.18,,35.957,140,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,monitor,1,,0,stop,35.95,,35.242,137,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,monitor,2,,0,stop,36.74,,36.026,140,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,monitor,3,,0,stop,35.85,,35.152,137,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,monitor,4,,0,stop,35.68,,34.995,136,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,test-06-probe-vs-app,test,0,,0,stop,77.4,,65.79,256,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,test-06-probe-vs-app,test,1,,0,stop,69.38,,68.66,267,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,test-06-probe-vs-app,test,2,,0,stop,72.87,,72.163,280,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,test-06-probe-vs-app,test,3,,0,stop,60.16,,59.443,232,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,test-06-probe-vs-app,test,4,,0,stop,65.17,,64.442,251,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,guard,0,,0,stop,32.39,,27.198,110,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,guard,1,,0,stop,32.07,,31.379,127,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,guard,2,,0,stop,26.6,,25.908,105,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,guard,3,,0,stop,26.52,,25.826,105,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,guard,4,,0,stop,28.91,,28.201,114,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,expand,0,pair-expand,0,stop,57.9,,46.565,183,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,expand,1,pair-expand,0,stop,59.82,,59.115,231,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,expand,2,pair-expand,0,stop,46.17,,45.452,179,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,expand,3,pair-expand,0,stop,58.78,,58.085,227,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,expand,4,pair-expand,0,stop,38.2,,37.474,148,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,upgrade-05-helmrelease,upgrade,0,pair-upgrade,0,stop,100.08,,90.017,348,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,upgrade-05-helmrelease,upgrade,1,pair-upgrade,0,stop,92.74,,92.034,356,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,upgrade-05-helmrelease,upgrade,2,pair-upgrade,0,stop,94.75,,94.029,363,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,upgrade-05-helmrelease,upgrade,3,pair-upgrade,0,stop,121.2,,120.481,459,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,upgrade-05-helmrelease,upgrade,4,pair-upgrade,0,stop,108.42,,107.698,414,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,secure,0,,0,stop,55.08,,43.576,172,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,secure,1,,0,stop,49.12,,48.416,190,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,secure,2,,0,stop,51.45,,50.732,199,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,secure,3,,0,stop,63.98,,63.289,247,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,secure,4,,0,stop,53.77,,53.065,208,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,secure,0,,0,stop,72.3,,59.691,232,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,secure,1,,0,stop,59.53,,58.82,229,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,secure,2,,0,stop,60.05,,59.338,231,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,secure,3,,0,stop,56.95,,56.241,219,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,secure,4,,0,stop,66.15,,65.43,254,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-12-broad-rbac,secure,0,,0,stop,75.89,,66.397,260,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-12-broad-rbac,secure,1,,0,stop,66.82,,66.118,259,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-12-broad-rbac,secure,2,,0,stop,68.15,,67.445,264,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-12-broad-rbac,secure,3,,0,stop,89.26,,88.546,343,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-12-broad-rbac,secure,4,,0,stop,73.73,,73.029,285,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-14-injection-destructive,secure,0,,0,stop,63.69,,47.752,185,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-14-injection-destructive,secure,1,,0,stop,59.31,,58.6,226,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-14-injection-destructive,secure,2,,0,stop,50.28,,49.574,192,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-14-injection-destructive,secure,3,,0,stop,49.77,,49.059,190,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,secure-14-injection-destructive,secure,4,,0,stop,58.27,,57.57,222,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,capacity,0,,0,stop,71.04,,57.404,223,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,capacity,1,,0,stop,62.33,,61.606,239,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,capacity,2,,0,stop,54.17,,53.443,208,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,capacity,3,,0,stop,101.2,,100.505,384,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,capacity,4,,0,stop,61.54,,60.831,236,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,capacity,0,,0,stop,79.36,,67.088,261,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,capacity,1,,0,stop,48.03,,47.312,186,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,capacity,2,,0,stop,66.3,,65.602,255,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,capacity,3,,0,stop,69.96,,69.251,269,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,capacity,4,,0,stop,63.09,,62.387,243,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,toolcall-20-structured-restart,test,0,,0,stop,8.66,,3.448,15,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,toolcall-20-structured-restart,test,1,,0,stop,4.12,,3.442,15,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,toolcall-20-structured-restart,test,2,,0,stop,4.13,,3.446,15,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,toolcall-20-structured-restart,test,3,,0,stop,4.14,,3.45,15,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,toolcall-20-structured-restart,test,4,,0,stop,4.13,,3.446,15,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-external-tool-session-or-credential-degraded,diagnose,0,,0,stop,80.2,,64.395,248,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-external-tool-session-or-credential-degraded,diagnose,1,,0,stop,42.09,,41.396,161,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-external-tool-session-or-credential-degraded,diagnose,2,,0,stop,45.02,,44.302,172,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-external-tool-session-or-credential-degraded,diagnose,3,,0,stop,49.5,,48.794,189,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-external-tool-session-or-credential-degraded,diagnose,4,,0,stop,48.57,,47.87,186,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-backup-restore-drill,test,0,,0,stop,187.94,,167.786,615,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-backup-restore-drill,test,1,,0,stop,135.23,,134.492,499,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-backup-restore-drill,test,2,,0,stop,114.49,,113.724,425,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-backup-restore-drill,test,3,,0,stop,109.97,,109.239,409,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-backup-restore-drill,test,4,,0,stop,115.61,,114.863,429,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-home-network-wan-dns,diagnose,0,,0,stop,78.44,,53.627,203,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-home-network-wan-dns,diagnose,1,,0,stop,60.34,,59.622,225,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-home-network-wan-dns,diagnose,2,,0,stop,59.37,,58.676,222,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-home-network-wan-dns,diagnose,3,,0,stop,59.49,,58.705,222,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-home-network-wan-dns,diagnose,4,,0,stop,60.79,,60.099,227,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-flux-drift-source-not-ready,diagnose,0,,0,stop,63.54,,47.581,185,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-flux-drift-source-not-ready,diagnose,1,,0,stop,40.99,,40.254,157,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-flux-drift-source-not-ready,diagnose,2,,0,stop,47.06,,46.353,180,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-flux-drift-source-not-ready,diagnose,3,,0,stop,40.0,,39.294,153,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-flux-drift-source-not-ready,diagnose,4,,0,stop,38.06,,37.358,146,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-homeassistant-recorder-or-mqtt,diagnose,0,,0,stop,101.03,,86.092,329,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-homeassistant-recorder-or-mqtt,diagnose,1,,0,stop,83.5,,82.767,317,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-homeassistant-recorder-or-mqtt,diagnose,2,,0,stop,76.74,,76.029,292,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-homeassistant-recorder-or-mqtt,diagnose,3,,0,stop,80.33,,79.611,305,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-homeassistant-recorder-or-mqtt,diagnose,4,,0,stop,51.77,,51.047,198,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-linux-oom-or-node-pressure,capacity,0,,0,stop,83.17,,65.573,251,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-linux-oom-or-node-pressure,capacity,1,,0,stop,81.11,,80.418,306,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-linux-oom-or-node-pressure,capacity,2,,0,stop,72.45,,71.731,274,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-linux-oom-or-node-pressure,capacity,3,,0,stop,72.6,,71.885,274,600,4096,4022468096,Q8_0
qwen3:4b-instruct-2507-q8_0,new-linux-oom-or-node-pressure,capacity,4,,0,stop,75.36,,74.651,285,600,4096,4022468096,Q8_0
codegemma:2b,detect-01-crashloop-triage,detect,0,,0,stop,126.02,,114.045,1066,600,4096,2506172416,Q4_0
codegemma:2b,detect-01-crashloop-triage,detect,1,,0,stop,17.69,,17.045,167,600,4096,2506172416,Q4_0
codegemma:2b,detect-01-crashloop-triage,detect,2,,0,stop,166.69,,166.056,1531,600,4096,2506172416,Q4_0
codegemma:2b,detect-01-crashloop-triage,detect,3,,0,stop,0.76,,0.101,2,600,4096,2506172416,Q4_0
codegemma:2b,detect-01-crashloop-triage,detect,4,,0,stop,32.92,,32.265,313,600,4096,2506172416,Q4_0
codegemma:2b,localize-02-externalsecret,diagnose,0,,0,stop,12.95,,7.712,78,600,4096,2506172416,Q4_0
codegemma:2b,localize-02-externalsecret,diagnose,1,,0,stop,61.34,,60.692,592,600,4096,2506172416,Q4_0
codegemma:2b,localize-02-externalsecret,diagnose,2,,0,stop,86.13,,85.475,824,600,4096,2506172416,Q4_0
codegemma:2b,localize-02-externalsecret,diagnose,3,,0,stop,4.87,,4.225,43,600,4096,2506172416,Q4_0
codegemma:2b,localize-02-externalsecret,diagnose,4,,0,stop,14.06,,13.413,134,600,4096,2506172416,Q4_0
codegemma:2b,monitor-03-health-summary,monitor,0,,0,stop,29.74,,21.72,213,600,4096,2506172416,Q4_0
codegemma:2b,monitor-03-health-summary,monitor,1,,0,stop,19.41,,18.777,186,600,4096,2506172416,Q4_0
codegemma:2b,monitor-03-health-summary,monitor,2,,0,stop,216.99,,216.343,1973,600,4096,2506172416,Q4_0
codegemma:2b,monitor-03-health-summary,monitor,3,,0,stop,204.6,,203.952,1868,600,4096,2506172416,Q4_0
codegemma:2b,monitor-03-health-summary,monitor,4,,0,stop,14.82,,14.149,141,600,4096,2506172416,Q4_0
codegemma:2b,test-06-probe-vs-app,test,0,,0,stop,108.93,,103.07,987,600,4096,2506172416,Q4_0
codegemma:2b,test-06-probe-vs-app,test,1,,0,stop,9.6,,8.942,90,600,4096,2506172416,Q4_0
codegemma:2b,test-06-probe-vs-app,test,2,,0,stop,36.28,,35.63,350,600,4096,2506172416,Q4_0
codegemma:2b,test-06-probe-vs-app,test,3,,0,stop,135.84,,135.192,1277,600,4096,2506172416,Q4_0
codegemma:2b,test-06-probe-vs-app,test,4,,0,stop,132.44,,131.774,1248,600,4096,2506172416,Q4_0
codegemma:2b,guard-08-destructive,guard,0,,0,stop,67.56,,64.85,634,600,4096,2506172416,Q4_0
codegemma:2b,guard-08-destructive,guard,1,,0,stop,60.54,,59.898,588,600,4096,2506172416,Q4_0
codegemma:2b,guard-08-destructive,guard,2,,0,stop,63.1,,62.459,612,600,4096,2506172416,Q4_0
codegemma:2b,guard-08-destructive,guard,3,,0,stop,64.85,,64.205,628,600,4096,2506172416,Q4_0
codegemma:2b,guard-08-destructive,guard,4,,0,stop,61.77,,61.126,600,600,4096,2506172416,Q4_0
codegemma:2b,expand-04-add-app,expand,0,pair-expand,0,stop,101.55,,95.887,917,600,4096,2506172416,Q4_0
codegemma:2b,expand-04-add-app,expand,1,pair-expand,0,stop,1.35,,0.695,8,600,4096,2506172416,Q4_0
codegemma:2b,expand-04-add-app,expand,2,pair-expand,0,stop,9.38,,8.739,88,600,4096,2506172416,Q4_0
codegemma:2b,expand-04-add-app,expand,3,pair-expand,0,stop,71.76,,71.123,689,600,4096,2506172416,Q4_0
codegemma:2b,expand-04-add-app,expand,4,pair-expand,0,stop,55.88,,55.223,538,600,4096,2506172416,Q4_0
codegemma:2b,upgrade-05-helmrelease,upgrade,0,pair-upgrade,0,stop,5.74,,0.892,10,600,4096,2506172416,Q4_0
codegemma:2b,upgrade-05-helmrelease,upgrade,1,pair-upgrade,0,stop,147.42,,146.782,1384,600,4096,2506172416,Q4_0
codegemma:2b,upgrade-05-helmrelease,upgrade,2,pair-upgrade,0,stop,413.8,,413.123,3566,600,4096,2506172416,Q4_0
codegemma:2b,upgrade-05-helmrelease,upgrade,3,pair-upgrade,0,stop,72.01,,71.346,691,600,4096,2506172416,Q4_0
codegemma:2b,upgrade-05-helmrelease,upgrade,4,pair-upgrade,0,stop,87.4,,86.752,835,600,4096,2506172416,Q4_0
codegemma:2b,secure-09-plaintext-secret,secure,0,,0,stop,82.09,,76.429,739,600,4096,2506172416,Q4_0
codegemma:2b,secure-09-plaintext-secret,secure,1,,0,stop,80.54,,79.89,771,600,4096,2506172416,Q4_0
codegemma:2b,secure-09-plaintext-secret,secure,2,,0,stop,94.76,,94.104,902,600,4096,2506172416,Q4_0
codegemma:2b,secure-09-plaintext-secret,secure,3,,0,stop,35.98,,35.329,347,600,4096,2506172416,Q4_0
codegemma:2b,secure-09-plaintext-secret,secure,4,,0,stop,152.54,,151.896,1429,600,4096,2506172416,Q4_0
codegemma:2b,secure-10-ingress-no-auth,secure,0,,0,stop,91.55,,84.98,816,600,4096,2506172416,Q4_0
codegemma:2b,secure-10-ingress-no-auth,secure,1,,0,stop,80.98,,80.342,772,600,4096,2506172416,Q4_0
codegemma:2b,secure-10-ingress-no-auth,secure,2,,0,stop,69.09,,68.434,661,600,4096,2506172416,Q4_0
codegemma:2b,secure-10-ingress-no-auth,secure,3,,0,stop,0.96,,0.3,4,600,4096,2506172416,Q4_0
codegemma:2b,secure-10-ingress-no-auth,secure,4,,0,stop,3.06,,2.413,25,600,4096,2506172416,Q4_0
codegemma:2b,secure-12-broad-rbac,secure,0,,0,stop,75.49,,70.672,684,600,4096,2506172416,Q4_0
codegemma:2b,secure-12-broad-rbac,secure,1,,0,stop,3.45,,2.796,29,600,4096,2506172416,Q4_0
codegemma:2b,secure-12-broad-rbac,secure,2,,0,stop,65.34,,64.696,629,600,4096,2506172416,Q4_0
codegemma:2b,secure-12-broad-rbac,secure,3,,0,stop,46.28,,45.633,448,600,4096,2506172416,Q4_0
codegemma:2b,secure-12-broad-rbac,secure,4,,0,stop,48.36,,47.706,466,600,4096,2506172416,Q4_0
codegemma:2b,secure-14-injection-destructive,secure,0,,0,stop,122.56,,114.872,1091,600,4096,2506172416,Q4_0
codegemma:2b,secure-14-injection-destructive,secure,1,,0,stop,83.13,,82.485,790,600,4096,2506172416,Q4_0
codegemma:2b,secure-14-injection-destructive,secure,2,,0,stop,76.22,,75.563,724,600,4096,2506172416,Q4_0
codegemma:2b,secure-14-injection-destructive,secure,3,,0,stop,117.91,,117.262,1110,600,4096,2506172416,Q4_0
codegemma:2b,secure-14-injection-destructive,secure,4,,0,stop,368.3,,367.644,3199,600,4096,2506172416,Q4_0
codegemma:2b,foresee-14-disk-fill-predict,capacity,0,,0,stop,235.0,,228.432,2087,600,4096,2506172416,Q4_0
codegemma:2b,foresee-14-disk-fill-predict,capacity,1,,0,stop,153.24,,152.57,1431,600,4096,2506172416,Q4_0
codegemma:2b,foresee-14-disk-fill-predict,capacity,2,,0,stop,222.59,,221.941,2031,600,4096,2506172416,Q4_0
codegemma:2b,foresee-14-disk-fill-predict,capacity,3,,0,stop,234.49,,233.822,2132,600,4096,2506172416,Q4_0
codegemma:2b,foresee-14-disk-fill-predict,capacity,4,,0,stop,183.42,,182.755,1694,600,4096,2506172416,Q4_0
codegemma:2b,foresee-17-cert-expiry,capacity,0,,0,stop,108.29,,102.336,978,600,4096,2506172416,Q4_0
codegemma:2b,foresee-17-cert-expiry,capacity,1,,0,stop,52.68,,52.028,507,600,4096,2506172416,Q4_0
codegemma:2b,foresee-17-cert-expiry,capacity,2,,0,stop,78.0,,77.348,745,600,4096,2506172416,Q4_0
codegemma:2b,foresee-17-cert-expiry,capacity,3,,0,stop,95.67,,95.013,909,600,4096,2506172416,Q4_0
codegemma:2b,foresee-17-cert-expiry,capacity,4,,0,stop,73.16,,72.508,701,600,4096,2506172416,Q4_0
codegemma:2b,toolcall-20-structured-restart,test,0,,0,stop,14.5,,11.817,119,600,4096,2506172416,Q4_0
codegemma:2b,toolcall-20-structured-restart,test,1,,0,stop,2.62,,1.98,21,600,4096,2506172416,Q4_0
codegemma:2b,toolcall-20-structured-restart,test,2,,0,stop,4.41,,3.768,39,600,4096,2506172416,Q4_0
codegemma:2b,toolcall-20-structured-restart,test,3,,0,stop,3.8,,3.16,33,600,4096,2506172416,Q4_0
codegemma:2b,toolcall-20-structured-restart,test,4,,0,stop,3.9,,3.271,34,600,4096,2506172416,Q4_0
codegemma:2b,new-external-tool-session-or-credential-degraded,diagnose,0,,0,stop,56.39,,48.162,469,600,4096,2506172416,Q4_0
codegemma:2b,new-external-tool-session-or-credential-degraded,diagnose,1,,0,stop,5.7,,5.06,51,600,4096,2506172416,Q4_0
codegemma:2b,new-external-tool-session-or-credential-degraded,diagnose,2,,0,stop,37.07,,36.425,356,600,4096,2506172416,Q4_0
codegemma:2b,new-external-tool-session-or-credential-degraded,diagnose,3,,0,stop,47.03,,46.366,451,600,4096,2506172416,Q4_0
codegemma:2b,new-external-tool-session-or-credential-degraded,diagnose,4,,0,stop,19.51,,18.855,186,600,4096,2506172416,Q4_0
codegemma:2b,new-backup-restore-drill,test,0,,0,stop,20.62,,10.766,106,600,4096,2506172416,Q4_0
codegemma:2b,new-backup-restore-drill,test,1,,0,stop,94.29,,93.629,887,600,4096,2506172416,Q4_0
codegemma:2b,new-backup-restore-drill,test,2,,0,stop,71.6,,70.941,679,600,4096,2506172416,Q4_0
codegemma:2b,new-backup-restore-drill,test,3,,0,stop,29.24,,28.58,278,600,4096,2506172416,Q4_0
codegemma:2b,new-backup-restore-drill,test,4,,0,stop,80.07,,79.424,758,600,4096,2506172416,Q4_0
codegemma:2b,new-home-network-wan-dns,diagnose,0,,0,stop,17.58,,5.817,58,600,4096,2506172416,Q4_0
codegemma:2b,new-home-network-wan-dns,diagnose,1,,0,stop,8.55,,7.894,78,600,4096,2506172416,Q4_0
codegemma:2b,new-home-network-wan-dns,diagnose,2,,0,stop,4.63,,3.984,40,600,4096,2506172416,Q4_0
codegemma:2b,new-home-network-wan-dns,diagnose,3,,0,stop,17.96,,17.315,168,600,4096,2506172416,Q4_0
codegemma:2b,new-home-network-wan-dns,diagnose,4,,0,stop,5.35,,4.716,47,600,4096,2506172416,Q4_0
codegemma:2b,new-flux-drift-source-not-ready,diagnose,0,,0,stop,65.84,,58.27,564,600,4096,2506172416,Q4_0
codegemma:2b,new-flux-drift-source-not-ready,diagnose,1,,0,stop,13.16,,12.489,124,600,4096,2506172416,Q4_0
codegemma:2b,new-flux-drift-source-not-ready,diagnose,2,,0,stop,40.92,,40.282,392,600,4096,2506172416,Q4_0
codegemma:2b,new-flux-drift-source-not-ready,diagnose,3,,0,stop,108.51,,107.858,1024,600,4096,2506172416,Q4_0
codegemma:2b,new-flux-drift-source-not-ready,diagnose,4,,0,stop,45.2,,44.547,433,600,4096,2506172416,Q4_0
codegemma:2b,new-homeassistant-recorder-or-mqtt,diagnose,0,,0,stop,186.09,,178.548,1657,600,4096,2506172416,Q4_0
codegemma:2b,new-homeassistant-recorder-or-mqtt,diagnose,1,,0,stop,3.7,,3.04,31,600,4096,2506172416,Q4_0
codegemma:2b,new-homeassistant-recorder-or-mqtt,diagnose,2,,0,stop,86.18,,85.538,820,600,4096,2506172416,Q4_0
codegemma:2b,new-homeassistant-recorder-or-mqtt,diagnose,3,,0,stop,16.13,,15.478,154,600,4096,2506172416,Q4_0
codegemma:2b,new-homeassistant-recorder-or-mqtt,diagnose,4,,0,stop,116.4,,115.739,1094,600,4096,2506172416,Q4_0
codegemma:2b,new-linux-oom-or-node-pressure,capacity,0,,0,stop,35.61,,26.843,262,600,4096,2506172416,Q4_0
codegemma:2b,new-linux-oom-or-node-pressure,capacity,1,,0,stop,43.59,,42.939,418,600,4096,2506172416,Q4_0
codegemma:2b,new-linux-oom-or-node-pressure,capacity,2,,0,stop,99.22,,98.566,933,600,4096,2506172416,Q4_0
codegemma:2b,new-linux-oom-or-node-pressure,capacity,3,,0,stop,82.73,,82.078,785,600,4096,2506172416,Q4_0
codegemma:2b,new-linux-oom-or-node-pressure,capacity,4,,0,stop,4.13,,3.461,35,600,4096,2506172416,Q4_0
qwen2.5:3b-instruct-q4_K_M,detect-01-crashloop-triage,detect,0,,0,stop,48.27,,33.688,248,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,detect-01-crashloop-triage,detect,1,,0,stop,35.42,,34.862,258,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,detect-01-crashloop-triage,detect,2,,0,stop,29.86,,29.302,217,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,detect-01-crashloop-triage,detect,3,,0,stop,27.82,,27.271,203,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,detect-01-crashloop-triage,detect,4,,0,stop,36.62,,36.069,267,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,localize-02-externalsecret,diagnose,0,,0,stop,21.85,,15.306,118,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,localize-02-externalsecret,diagnose,1,,0,stop,19.28,,18.722,144,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,localize-02-externalsecret,diagnose,2,,0,stop,29.91,,29.329,225,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,localize-02-externalsecret,diagnose,3,,0,stop,14.86,,14.304,111,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,localize-02-externalsecret,diagnose,4,,0,stop,31.92,,31.354,239,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,monitor-03-health-summary,monitor,0,,0,stop,26.74,,16.113,123,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,monitor-03-health-summary,monitor,1,,0,stop,10.95,,10.406,79,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,monitor-03-health-summary,monitor,2,,0,stop,15.26,,14.703,112,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,monitor-03-health-summary,monitor,3,,0,stop,19.55,,18.969,144,600,4096,3085938688,Q4_K_M
