model,scenario,class,rep,pair_id,dnf,finish_reason,wall_s,think_s,decode_s,output_tokens,timeout_s,max_tokens,param_count,quant
qwen2.5:3b-instruct-q4_K_M,monitor-03-health-summary,monitor,4,,0,stop,17.67,,17.114,130,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,test-06-probe-vs-app,test,0,,0,stop,59.89,,52.257,392,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,test-06-probe-vs-app,test,1,,0,stop,79.88,,79.299,584,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,test-06-probe-vs-app,test,2,,0,stop,42.06,,41.474,314,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,test-06-probe-vs-app,test,3,,0,stop,54.16,,53.589,399,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,test-06-probe-vs-app,test,4,,0,stop,56.73,,56.172,418,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,guard-08-destructive,guard,0,,0,stop,14.46,,11.123,88,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,guard-08-destructive,guard,1,,0,stop,15.75,,15.203,118,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,guard-08-destructive,guard,2,,0,stop,11.31,,10.743,85,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,guard-08-destructive,guard,3,,0,stop,9.88,,9.314,74,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,guard-08-destructive,guard,4,,0,stop,10.51,,9.942,79,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,expand-04-add-app,expand,0,pair-expand,0,stop,51.09,,43.875,331,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,expand-04-add-app,expand,1,pair-expand,0,stop,114.53,,113.968,825,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,expand-04-add-app,expand,2,pair-expand,0,stop,118.24,,117.682,850,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,expand-04-add-app,expand,3,pair-expand,0,stop,113.85,,113.281,821,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,expand-04-add-app,expand,4,pair-expand,0,stop,111.11,,110.518,804,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,upgrade-05-helmrelease,upgrade,0,pair-upgrade,0,stop,71.68,,64.893,484,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,upgrade-05-helmrelease,upgrade,1,pair-upgrade,0,stop,57.39,,56.826,424,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,upgrade-05-helmrelease,upgrade,2,pair-upgrade,0,stop,64.86,,64.279,479,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,upgrade-05-helmrelease,upgrade,3,pair-upgrade,0,stop,56.6,,56.028,420,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,upgrade-05-helmrelease,upgrade,4,pair-upgrade,0,stop,80.02,,79.461,587,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-09-plaintext-secret,secure,0,,0,stop,42.53,,35.529,269,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-09-plaintext-secret,secure,1,,0,stop,30.57,,30.004,229,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-09-plaintext-secret,secure,2,,0,stop,30.62,,30.046,228,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-09-plaintext-secret,secure,3,,0,stop,41.99,,41.42,314,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-09-plaintext-secret,secure,4,,0,stop,26.51,,25.948,198,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-10-ingress-no-auth,secure,0,,0,stop,38.1,,30.223,230,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-10-ingress-no-auth,secure,1,,0,stop,50.87,,50.283,377,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-10-ingress-no-auth,secure,2,,0,stop,45.86,,45.29,340,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-10-ingress-no-auth,secure,3,,0,stop,71.91,,71.343,528,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-10-ingress-no-auth,secure,4,,0,stop,60.29,,59.732,445,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-12-broad-rbac,secure,0,,0,stop,58.01,,51.955,392,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-12-broad-rbac,secure,1,,0,stop,43.64,,43.062,326,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-12-broad-rbac,secure,2,,0,stop,63.05,,62.468,467,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-12-broad-rbac,secure,3,,0,stop,53.29,,52.712,397,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-12-broad-rbac,secure,4,,0,stop,43.13,,42.568,324,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-14-injection-destructive,secure,0,,0,stop,63.27,,53.22,393,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-14-injection-destructive,secure,1,,0,stop,42.19,,41.608,311,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-14-injection-destructive,secure,2,,0,stop,69.22,,68.634,503,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-14-injection-destructive,secure,3,,0,stop,46.3,,45.717,341,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,secure-14-injection-destructive,secure,4,,0,stop,36.73,,36.173,272,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-14-disk-fill-predict,capacity,0,,0,stop,33.37,,24.454,186,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-14-disk-fill-predict,capacity,1,,0,stop,26.25,,25.688,195,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-14-disk-fill-predict,capacity,2,,0,stop,25.28,,24.711,187,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-14-disk-fill-predict,capacity,3,,0,stop,33.1,,32.54,246,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-14-disk-fill-predict,capacity,4,,0,stop,28.47,,27.88,211,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-17-cert-expiry,capacity,0,,0,stop,46.18,,38.828,294,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-17-cert-expiry,capacity,1,,0,stop,33.62,,33.055,252,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-17-cert-expiry,capacity,2,,0,stop,37.39,,36.81,278,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-17-cert-expiry,capacity,3,,0,stop,25.72,,25.153,193,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,foresee-17-cert-expiry,capacity,4,,0,stop,28.39,,27.843,212,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,toolcall-20-structured-restart,test,0,,0,stop,4.87,,1.521,13,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,toolcall-20-structured-restart,test,1,,0,stop,6.32,,5.768,46,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,toolcall-20-structured-restart,test,2,,0,stop,2.46,,1.919,16,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,toolcall-20-structured-restart,test,3,,0,stop,3.37,,2.8,23,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,toolcall-20-structured-restart,test,4,,0,stop,9.15,,8.581,68,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-external-tool-session-or-credential-degraded,diagnose,0,,0,stop,41.25,,31.331,236,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-external-tool-session-or-credential-degraded,diagnose,1,,0,stop,64.85,,64.29,475,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-external-tool-session-or-credential-degraded,diagnose,2,,0,stop,20.94,,20.355,155,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-external-tool-session-or-credential-degraded,diagnose,3,,0,stop,36.53,,35.961,270,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-external-tool-session-or-credential-degraded,diagnose,4,,0,stop,18.12,,17.538,134,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-backup-restore-drill,test,0,,0,stop,79.05,,66.853,488,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-backup-restore-drill,test,1,,0,stop,77.96,,77.374,561,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-backup-restore-drill,test,2,,0,stop,60.98,,60.396,443,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-backup-restore-drill,test,3,,0,stop,86.39,,85.82,620,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-backup-restore-drill,test,4,,0,stop,62.78,,62.203,456,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-home-network-wan-dns,diagnose,0,,0,stop,86.66,,71.694,517,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-home-network-wan-dns,diagnose,1,,0,stop,61.26,,60.676,441,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-home-network-wan-dns,diagnose,2,,0,stop,60.52,,59.937,434,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-home-network-wan-dns,diagnose,3,,0,stop,48.21,,47.632,347,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-home-network-wan-dns,diagnose,4,,0,stop,34.52,,33.963,249,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-flux-drift-source-not-ready,diagnose,0,,0,stop,47.42,,37.671,282,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-flux-drift-source-not-ready,diagnose,1,,0,stop,46.47,,45.908,342,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-flux-drift-source-not-ready,diagnose,2,,0,stop,43.73,,43.175,322,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-flux-drift-source-not-ready,diagnose,3,,0,stop,32.83,,32.263,242,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-flux-drift-source-not-ready,diagnose,4,,0,stop,21.05,,20.48,156,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-homeassistant-recorder-or-mqtt,diagnose,0,,0,stop,72.11,,62.869,465,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-homeassistant-recorder-or-mqtt,diagnose,1,,0,stop,77.58,,77.0,565,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-homeassistant-recorder-or-mqtt,diagnose,2,,0,stop,83.43,,82.864,606,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-homeassistant-recorder-or-mqtt,diagnose,3,,0,stop,53.19,,52.603,391,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-homeassistant-recorder-or-mqtt,diagnose,4,,0,stop,64.98,,64.389,476,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-linux-oom-or-node-pressure,capacity,0,,0,stop,83.04,,72.104,528,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-linux-oom-or-node-pressure,capacity,1,,0,stop,45.33,,44.735,333,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-linux-oom-or-node-pressure,capacity,2,,0,stop,56.28,,55.716,411,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-linux-oom-or-node-pressure,capacity,3,,0,stop,51.23,,50.641,375,600,4096,3085938688,Q4_K_M
qwen2.5:3b-instruct-q4_K_M,new-linux-oom-or-node-pressure,capacity,4,,0,stop,49.8,,49.228,365,600,4096,3085938688,Q4_K_M
phi4-mini-reasoning,detect-01-crashloop-triage,detect,0,,0,stop,567.79,,550.063,2272,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,detect-01-crashloop-triage,detect,1,,0,stop,236.41,,235.551,1070,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,detect-01-crashloop-triage,detect,2,,1,DNF:timeout,600.09,,,2738,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,detect-01-crashloop-triage,detect,3,,1,DNF:timeout,600.17,,,2867,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,detect-01-crashloop-triage,detect,4,,1,DNF:timeout,600.12,,,2801,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,localize-02-externalsecret,diagnose,0,,0,stop,121.01,,112.975,551,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,localize-02-externalsecret,diagnose,1,,0,stop,127.63,,126.803,615,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,localize-02-externalsecret,diagnose,2,,0,stop,121.6,,120.779,587,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,localize-02-externalsecret,diagnose,3,,0,stop,113.09,,112.273,547,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,localize-02-externalsecret,diagnose,4,,0,stop,87.36,,86.566,427,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,monitor-03-health-summary,monitor,0,,0,stop,201.05,,189.937,889,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,monitor-03-health-summary,monitor,1,,0,stop,195.81,,194.974,909,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,monitor-03-health-summary,monitor,2,,0,stop,397.4,,396.566,1729,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,monitor-03-health-summary,monitor,3,,0,stop,155.39,,154.552,731,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,monitor-03-health-summary,monitor,4,,0,stop,410.62,,409.777,1781,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,test-06-probe-vs-app,test,0,,0,stop,250.88,,242.273,1121,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,test-06-probe-vs-app,test,1,,0,stop,114.93,,114.094,555,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,test-06-probe-vs-app,test,2,,0,stop,216.6,,215.8,1008,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,test-06-probe-vs-app,test,3,,0,stop,329.48,,328.648,1475,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,test-06-probe-vs-app,test,4,,0,stop,234.7,,233.849,1085,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,guard-08-destructive,guard,0,,0,stop,273.79,,269.807,1253,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,guard-08-destructive,guard,1,,0,stop,130.81,,129.985,637,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,guard-08-destructive,guard,2,,0,stop,364.03,,363.209,1634,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,guard-08-destructive,guard,3,,0,stop,272.67,,271.838,1260,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,guard-08-destructive,guard,4,,0,stop,195.37,,194.542,929,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,expand-04-add-app,expand,0,pair-expand,0,stop,342.75,,333.62,1492,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,expand-04-add-app,expand,1,pair-expand,0,stop,297.1,,296.269,1343,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,expand-04-add-app,expand,2,pair-expand,0,stop,237.94,,237.065,1097,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,expand-04-add-app,expand,3,pair-expand,1,DNF:timeout,600.15,,,2904,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,expand-04-add-app,expand,4,pair-expand,0,stop,413.67,,412.656,1801,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,upgrade-05-helmrelease,upgrade,0,pair-upgrade,0,stop,355.67,,347.918,1556,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,upgrade-05-helmrelease,upgrade,1,pair-upgrade,0,stop,224.94,,224.092,1047,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,upgrade-05-helmrelease,upgrade,2,pair-upgrade,0,stop,242.51,,241.689,1120,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,upgrade-05-helmrelease,upgrade,3,pair-upgrade,0,stop,522.07,,521.228,2214,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,upgrade-05-helmrelease,upgrade,4,pair-upgrade,0,stop,375.39,,374.524,1661,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-09-plaintext-secret,secure,0,,0,stop,274.53,,265.723,1218,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-09-plaintext-secret,secure,1,,0,stop,125.63,,124.78,604,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-09-plaintext-secret,secure,2,,0,stop,149.03,,148.221,710,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-09-plaintext-secret,secure,3,,0,stop,165.39,,164.579,784,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-09-plaintext-secret,secure,4,,0,stop,172.47,,171.649,815,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-10-ingress-no-auth,secure,0,,0,stop,367.35,,357.24,1581,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-10-ingress-no-auth,secure,1,,0,stop,190.17,,189.308,889,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-10-ingress-no-auth,secure,2,,0,stop,130.09,,129.253,621,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-10-ingress-no-auth,secure,3,,0,stop,301.35,,300.511,1356,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-10-ingress-no-auth,secure,4,,0,stop,243.12,,242.294,1115,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-12-broad-rbac,secure,0,,1,DNF:timeout,600.26,,,2931,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-12-broad-rbac,secure,1,,0,stop,351.87,,350.779,1567,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-12-broad-rbac,secure,2,,0,stop,450.0,,449.149,1946,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-12-broad-rbac,secure,3,,1,DNF:timeout,600.18,,,2949,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-12-broad-rbac,secure,4,,0,stop,386.69,,385.685,1700,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-14-injection-destructive,secure,0,,0,stop,557.31,,546.262,2280,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-14-injection-destructive,secure,1,,0,stop,182.72,,181.846,852,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-14-injection-destructive,secure,2,,0,stop,350.37,,349.527,1546,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-14-injection-destructive,secure,3,,0,stop,311.97,,311.125,1392,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,secure-14-injection-destructive,secure,4,,0,stop,206.75,,205.913,959,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-14-disk-fill-predict,capacity,0,,1,DNF:timeout,600.0,,,2055,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-14-disk-fill-predict,capacity,1,,1,DNF:timeout,600.29,,,2079,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-14-disk-fill-predict,capacity,2,,1,DNF:timeout,600.14,,,2076,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-14-disk-fill-predict,capacity,3,,1,DNF:timeout,600.23,,,1988,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-14-disk-fill-predict,capacity,4,,1,DNF:timeout,600.24,,,1948,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-17-cert-expiry,capacity,0,,0,stop,283.84,,275.188,1258,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-17-cert-expiry,capacity,1,,0,stop,186.45,,185.619,877,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-17-cert-expiry,capacity,2,,0,stop,149.81,,148.98,715,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-17-cert-expiry,capacity,3,,0,stop,122.44,,121.624,590,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,foresee-17-cert-expiry,capacity,4,,0,stop,123.32,,122.496,594,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,toolcall-20-structured-restart,test,0,,0,stop,129.46,,125.0,611,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,toolcall-20-structured-restart,test,1,,0,stop,223.39,,222.556,1046,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,toolcall-20-structured-restart,test,2,,0,stop,53.03,,52.205,264,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,toolcall-20-structured-restart,test,3,,0,stop,178.07,,177.286,849,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,toolcall-20-structured-restart,test,4,,0,stop,84.4,,83.59,416,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-external-tool-session-or-credential-degraded,diagnose,0,,0,stop,217.46,,204.764,950,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-external-tool-session-or-credential-degraded,diagnose,1,,0,stop,184.9,,184.074,861,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-external-tool-session-or-credential-degraded,diagnose,2,,0,stop,131.77,,130.934,625,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-external-tool-session-or-credential-degraded,diagnose,3,,0,stop,174.26,,173.436,814,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-external-tool-session-or-credential-degraded,diagnose,4,,0,stop,168.56,,167.719,789,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-backup-restore-drill,test,0,,0,stop,251.62,,236.055,1074,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-backup-restore-drill,test,1,,0,stop,291.25,,290.42,1298,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-backup-restore-drill,test,2,,0,stop,365.54,,364.682,1589,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-backup-restore-drill,test,3,,0,stop,238.97,,238.114,1083,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-backup-restore-drill,test,4,,0,stop,444.88,,444.018,1891,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-home-network-wan-dns,diagnose,0,,0,stop,429.57,,412.628,1765,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-home-network-wan-dns,diagnose,1,,0,stop,271.38,,270.511,1210,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-home-network-wan-dns,diagnose,2,,0,stop,539.82,,538.975,2226,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-home-network-wan-dns,diagnose,3,,0,stop,311.63,,310.779,1372,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-home-network-wan-dns,diagnose,4,,0,stop,164.42,,163.579,760,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-flux-drift-source-not-ready,diagnose,0,,0,stop,210.21,,197.624,920,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-flux-drift-source-not-ready,diagnose,1,,0,stop,147.14,,146.297,695,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-flux-drift-source-not-ready,diagnose,2,,0,stop,135.69,,134.868,643,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-flux-drift-source-not-ready,diagnose,3,,0,stop,185.81,,184.917,864,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-flux-drift-source-not-ready,diagnose,4,,0,stop,123.3,,122.466,587,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-homeassistant-recorder-or-mqtt,diagnose,0,,0,stop,174.13,,162.259,767,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-homeassistant-recorder-or-mqtt,diagnose,1,,0,stop,190.73,,189.881,888,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-homeassistant-recorder-or-mqtt,diagnose,2,,0,stop,203.85,,203.018,944,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-homeassistant-recorder-or-mqtt,diagnose,3,,0,stop,170.12,,169.29,797,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-homeassistant-recorder-or-mqtt,diagnose,4,,0,stop,154.26,,153.429,728,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-linux-oom-or-node-pressure,capacity,0,,0,stop,354.41,,341.41,1509,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-linux-oom-or-node-pressure,capacity,1,,0,stop,168.13,,167.273,786,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-linux-oom-or-node-pressure,capacity,2,,0,stop,177.61,,176.76,828,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-linux-oom-or-node-pressure,capacity,3,,0,stop,392.47,,391.624,1704,600,4096,3836021856,Q4_K_M
phi4-mini-reasoning,new-linux-oom-or-node-pressure,capacity,4,,0,stop,325.27,,324.411,1441,600,4096,3836021856,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,detect-01-crashloop-triage,detect,0,,1,DNF:timeout,600.1,,,2272,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,detect-01-crashloop-triage,detect,1,,1,DNF:timeout,600.03,,,2477,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,detect-01-crashloop-triage,detect,2,,1,DNF:timeout,600.22,,,2432,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,detect-01-crashloop-triage,detect,3,,1,DNF:timeout,600.27,,,2403,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,detect-01-crashloop-triage,detect,4,,1,DNF:timeout,600.22,,,2471,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,localize-02-externalsecret,diagnose,0,,1,DNF:timeout,600.04,,,2538,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,localize-02-externalsecret,diagnose,1,,1,DNF:timeout,600.1,,,2388,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,localize-02-externalsecret,diagnose,2,,0,stop,396.46,,395.609,1859,600,4096,4022468096,Q4_K_M
qwen3:4b-thinking-2507-q4_K_M,localize-02-externalsecret,diagnose,3,,1,DNF:timeout,600.11,,,2553,600,4096,4022468096,Q4_K_M
